csk,114746.659065771,849.3520140927,0.007401976
dd,80663.4544729183,945.5650635971,0.0117223477
kxip,101717.127542046,913.3719601639,0.0089795296
kkr,101618.204444584,887.5783367306,0.0087344422
mi,117106.208957526,874.1198742842,0.0074643341
rr,119120.143988551,852.2148412264,0.0071542462
rcb,119042.376843722,860.538505179,0.0072288418
srh,116512.428954887,864.0888222326,0.0074162802
