csk,123544.317046265,890.5081797854,0.007208006
dd,115370.286385321,910.7993772501,0.007894575
kxip,129838.822573051,881.9316677588,0.0067925113
kkr,121712.605177524,891.4029395923,0.0073238342
mi,130250.578264262,876.5669200635,0.0067298505
rr,118294.185981751,876.3841436234,0.0074085141
rcb,125658.910516642,870.4931284346,0.0069274286
srh,118651.820507427,868.9288502695,0.0073233503
