9.54,92.10,0,0
23.50,121.55,0,11
20.24,125.93,0,0
19.62,112.20,0,2
17.11,128.33,0,0
18.55,91.25,0,1
2.00,29.41,0,0
27.51,113.87,0,13
4.50,64.28,0,0
20.36,105.41,0,3
17.80,114.54,0,1
21.30,162.94,0,0
16.58,126.10,0,4
5.54,70.93,0,0
20.04,111.96,0,1
29.80,117.69,1,24
15.36,110.55,0,2
2.16,54.16,0,0
5.39,77.83,0,0
29.44,133.76,1,22
5.91,92.20,0,0
30.34,139.71,2,29
17.46,113.38,0,2
18.46,118.74,0,7
