5939,15000000
26806,3000000
7502,3000000
362541,5000000
44149,10000000
19296,20000000
24598,15000000
49764,15000000
330408,3000000
5674,10000000
8291,15000000
53115,10000000
55343,3000000
223642,3000000
49289,10000000
50710,10000000
47711,3000000
36084,20000000
52917,5000000
32685,15000000
10582,10000000
5334,10000000
38699,10000000
277906,5000000
50438,3000000
30045,20000000
221140,3000000
6981,3000000
325012,2000000
230193,10000000
355269,3000000
249866,10000000
55814,3000000
300631,3000000
273439,10000000
5681,5000000
43906,20000000
37749,5000000
49535,5000000
47850,3000000
46750,10000000
46681,5000000
268740,3000000
44956,3000000
277472,5000000
36948,3000000
46148,5000000
331375,3000000
450860,3000000
19276,1000000
30102,10000000
4508,10000000
52912,5000000
277912,5000000
268739,5000000
35280,3000000
8076,5000000
297583,3000000
7898,5000000
10656,5000000
49638,3000000
47846,3000000
7529,5000000
30732,5000000
49677,3000000
319439,3000000
457249,3000000
5236,3000000
388678,3000000
5941,10000000
47666,3000000
32965,5000000
495551,3000000
439952,5000000
