csk,90574.7522585222,939.0098956783,0.0103672367
dd,111881.508032612,866.6563701545,0.0077461985
kxip,110926.570976662,865.8528037245,0.0078056393
kkr,107773.540537035,856.5088151986,0.0079473015
mi,112078.703789354,862.880867611,0.0076988834
rr,113453.868101899,840.3119380679,0.0074066398
rcb,117183.737557447,851.9035233243,0.0072698101
