csk,90584.3980040748,937.9278020948,0.0103541871
dd,104713.327133089,952.4825412659,0.0090960966
kxip,105344.522315392,919.911026121,0.0087324049
kkr,112899.646385513,890.3746325789,0.0078864253
mi,114330.949072863,885.6499222201,0.0077463708
rr,115299.329986547,866.4942692357,0.0075151718
rcb,117289.86186861,868.4252307348,0.0074040946
