dd,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735923.html
kxip,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735927.html
kkr,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735933.html
mi,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735935.html
rr,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735937.html
rcb,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735977.html
srh,http://www.espncricinfo.com/indian-premier-league-2014/content/squad/735985.html
