csk,122033.923870422,829.6368399499,0.0067984116
mi,149284.664364108,863.9899218753,0.005787533
rcb,152452.40074142,915.3430142539,0.0060041233
rr,57292.5325684385,877.4696873201,0.0153156031
kkr,136223.981452762,919.3835630408,0.0067490581
srh,96270.1320636654,932.4463824378,0.0096857287
dd,123003.561551338,825.1260347507,0.0067081475
kxip,192535.725844322,839.4744084244,0.0043600968
